severity_1-day,severity_2-day,severity_3-day,severity_4-day,severity_5-day,severity_6-day,severity_7-day,total_deaths_hospital,hospital_name,cms_certification_number,countyfips,countyname,statename,system_affiliation,latitude,longitude
3,3,3,3,3,3,3,137.47,Mayo Clinic Hospital in Florida,100151,12031,Duval,FL,"Mayo Clinic Health System - Rochester, MN",30.26,-81.44
3,3,3,3,3,3,3,137.47,Kindred Hospital Paramount,52046,6037,Los Angeles,CA,"Kindred Healthcare - Louisville, KY",33.88,-118.16
3,3,3,3,3,3,3,137.46,MUSC Health Lancaster Medical Center,420036,45057,Lancaster,SC,"Medical University of South Carolina - Charleston, SC",34.72,-80.79
2,2,2,2,2,2,2,137.2,Thibodaux Regional Health System,190004,22057,Lafourche,LA,"Not In Any System - ,",29.78,-90.81
3,3,3,3,3,3,3,137.08,Mercy Health Mercy Campus,230004,26121,Muskegon,MI,"Trinity Health - Livonia, MI",43.21,-86.21
3,3,3,3,3,3,3,137.06,Whiteriver Indian Hospital,30113,4017,Navajo,AZ,"Indian Health Service - Rockville, MD",33.88,-109.96
2,2,2,2,2,2,2,137,Inova Alexandria Hospital,490040,51510,Alexandria City,VA,"Inova Health System - Falls Church, VA",38.82,-77.1
3,3,3,3,3,3,3,136.89,AdventHealth Heart of Florida,100137,12105,Polk,FL,"AdventHealth - Altamonte Springs, FL",28.18,-81.64
3,3,3,3,3,3,3,136.86,Sparrow Eaton Hospital,231327,26045,Eaton,MI,"Sparrow Health System - Lansing, MI",42.56,-84.83
3,3,3,3,3,3,3,136.86,Manchester Memorial Hospital,70027,9003,Hartford,CT,"Eastern Connecticut Health Network - Manchester, CT",41.78,-72.53
2,2,2,2,2,2,2,136.5,AdventHealth Wesley Chapel,100319,12101,Pasco,FL,"AdventHealth - Altamonte Springs, FL",28.2,-82.35
3,3,3,3,3,3,3,136.44,"Beaumont Hospital, Trenton",230176,26163,Wayne,MI,"Beaumont Health - Royal Oak, MI",42.12,-83.21
2,2,2,2,2,2,2,136.23,Hudson Regional Hospital,310118,34017,Hudson,NJ,"Not In Any System - ,",40.79,-74.07
3,3,3,3,3,3,3,136,Atrium Health Stanly,340119,37167,Stanly,NC,"Atrium Health - Charlotte, NC",35.36,-80.2
3,3,3,3,3,3,3,135.93,Rio Grande State Center,454088,48061,Cameron,TX,"Texas Health and Human Services - Austin, TX",26.16,-97.71
3,3,3,3,3,3,3,135.89,Iowa Methodist Medical Center,160082,19153,Polk,IA,"UnityPoint Health - Des Moines, IA",41.59,-93.63
3,3,3,3,3,3,3,135.76,Dignity Health-St. Rose Dominican San Martin Campus,290053,32003,Clark,NV,"CommonSpirit Health - Englewood, CO",36.06,-115.27
3,3,3,3,3,3,3,135.76,Southern Hills Hospital & Medical Center,290047,32003,Clark,NV,"HCA Healthcare - Nashville, TN",36.07,-115.3
2,2,2,2,2,2,2,135.54,Mosaic Life Care at St. Joseph Medical Center,260006,29021,Buchanan,MO,"Mosaic Life Care - St. Joseph, MO",39.77,-94.77
3,3,3,3,3,3,3,135.49,Wayne UNC Health Care,340010,37191,Wayne,NC,"UNC Health Care - Chapel Hill, NC",35.4,-77.95
2,2,2,2,2,2,2,135,Genesis Hospital,360039,39119,Muskingum,OH,"Not In Any System - ,",39.98,-82.01
2,2,2,2,2,2,2,135,Penn Highlands Huntingdon,390056,42061,Huntingdon,PA,"Penn Highlands Healthcare - DuBois, PA",40.49,-78.01
3,3,3,3,3,3,3,134.91,Piedmont Walton,110046,13297,Walton,GA,"Piedmont Healthcare - Atlanta, GA",33.8,-83.75
2,2,2,2,2,2,2,134.91,Sutter Roseville Medical Center,50309,6061,Placer,CA,"Sutter Health - Sacramento, CA",38.77,-121.25
2,2,2,2,2,2,2,134.84,Gulf Coast Regional Medical Center,100242,12005,Bay,FL,"HCA Healthcare - Nashville, TN",30.19,-85.67
2,2,2,2,2,2,2,134.58,Dana-Farber Cancer Institute,220162,25025,Suffolk,MA,"Not In Any System - ,",42.34,-71.11
2,2,2,2,2,2,2,134.58,Salina Regional Health Center,170012,20169,Saline,KS,"Not In Any System - ,",38.83,-97.61
3,3,3,3,3,3,3,134.57,Russell Medical Center,10065,1123,Tallapoosa,AL,"Not In Any System - ,",32.93,-85.97
2,2,2,2,2,2,2,134.55,Kaiser Permanente Roseville Medical Center,50772,6061,Placer,CA,"Kaiser Permanente - Oakland, CA",38.75,-121.25
2,2,2,2,2,2,2,134.55,Gulf Breeze Hospital,100266,12113,Santa Rosa,FL,"Baptist Health Care - Pensacola, FL",30.36,-87.16
2,2,2,2,2,2,2,134.48,Penn Highlands DuBois,390086,42033,Clearfield,PA,"Penn Highlands Healthcare - DuBois, PA",41.11,-78.78
3,3,3,3,3,3,3,134.34,Hutchinson Regional Medical Center,170020,20155,Reno,KS,"Not In Any System - ,",38.08,-97.89
2,2,2,2,2,2,2,134,Navicent Health Baldwin,110150,13009,Baldwin,GA,"Navicent Health - Macon, GA",33.09,-83.25
3,3,3,3,3,3,3,134,Lake Granbury Medical Center,450596,48221,Hood,TX,"Community Health Systems, Inc. (CHS) - Franklin, TN",32.43,-97.8
3,3,3,3,3,3,3,134,ValleyHealth Shenandoah Memorial Hospital,491305,51171,Shenandoah,VA,"Valley Health - Winchester, VA",38.87,-78.51
3,3,3,3,3,3,3,133.86,Saint Joseph Hospital,60028,8031,Denver,CO,"SCL Health - Denver, CO",39.75,-104.97
3,3,3,3,3,3,3,133.56,Boca Raton Regional Hospital,100168,12099,Palm Beach,FL,"Baptist Health South Florida - Coral Gables, FL",26.36,-80.1
2,2,2,2,2,2,2,133.42,Parkwest Medical Center,440173,47093,Knox,TN,"Covenant Health - Knoxville, TN",35.92,-84.1
3,3,3,3,3,3,3,133.1,Beverly Hospital,50350,6037,Los Angeles,CA,"Not In Any System - ,",34.02,-118.1
3,3,3,3,3,3,3,133,Upson Regional Medical Center,110002,13293,Upson,GA,"Not In Any System - ,",32.89,-84.34
2,2,2,2,2,2,2,133,Bolivar Medical Center,250093,28011,Bolivar,MS,"LifePoint Health - Brentwood, TN",33.75,-90.71
2,2,2,2,2,2,2,132.8,IU Health Ball Memorial Hospital,150089,18035,Delaware,IN,"Indiana University Health - Indianapolis, IN",40.2,-85.42
3,3,3,3,3,3,3,132.48,ProMedica Bixby Hospital,230005,26091,Lenawee,MI,"ProMedica Health System - Toledo, OH",41.91,-84.05
3,3,3,3,3,3,3,132.47,SOVAH Health Danville,490075,51590,Danville City,VA,"LifePoint Health - Brentwood, TN",36.58,-79.4
2,2,2,2,2,2,2,132.37,Slidell Memorial Hospital,190040,22103,St Tammany,LA,"Not In Any System - ,",30.28,-89.77
2,2,2,2,2,2,2,132.31,Broward Health North,100086,12011,Broward,FL,"Broward Health - Fort Lauderdale, FL",26.28,-80.12
3,3,3,3,3,3,3,132.15,Saint David's South Austin Medical Center,450713,48453,Travis,TX,"HCA Healthcare - Nashville, TN",30.23,-97.77
3,3,3,3,3,3,3,132.12,Saint Luke's Hospital,260179,29189,St Louis,MO,"Saint Luke's Hospitals - Chesterfield, MO",38.65,-90.51
2,2,2,2,2,2,2,132.11,Saint Luke's Warren Campus,310060,34041,Warren,NJ,"Saint Luke's University Health Network - Bethlehem, PA",40.7,-75.18
2,2,2,2,2,2,2,132,MedStar Saint Mary's Hospital,210028,24037,St Marys,MD,"MedStar Health - Columbia, MD",38.3,-76.64
2,2,2,2,2,2,2,132,Huntsville Memorial Hospital,450347,48471,Walker,TX,"Not In Any System - ,",30.7,-95.56
3,3,3,3,3,3,3,131.96,Valley Medical Center,500088,53033,King,WA,"University of Washington Medicine - Seattle, WA",47.44,-122.21
2,2,2,2,2,2,2,131.91,Mercy Health - Saint Rita's Medical Center,360066,39003,Allen,OH,"Bon Secours Mercy Health - Cincinnati, OH",40.74,-84.12
3,3,3,3,3,3,3,131.88,Meadville Medical Center,390113,42039,Crawford,PA,"Meadville Medical Center - Meadville, PA",41.64,-80.15
2,2,2,2,2,2,2,131.18,NewYork-Presbyterian Hudson Valley Hospital,330267,36119,Westchester,NY,"New York-Presbyterian Healthcare System - New York, NY",41.29,-73.89
3,3,3,3,3,3,3,131.18,OakBend Medical Center,450330,48157,Fort Bend,TX,"Not In Any System - ,",29.58,-95.77
2,2,2,2,2,2,2,131.12,Saint Elizabeth Florence,180045,21015,Boone,KY,"Saint Elizabeth Healthcare - Edgewood, KY",39.02,-84.63
3,3,3,3,3,3,3,131,St. Luke's Magic Valley Medical Center,130002,16083,Twin Falls,ID,"St. Luke's Health System - Boise, ID",42.59,-114.5
3,3,3,3,3,3,3,131,Phelps Health Hospital,260017,29161,Phelps,MO,"Not In Any System - ,",37.95,-91.79
3,3,3,3,3,3,3,130.88,Ascension Seton Medical Center Austin,450056,48453,Travis,TX,"Ascension Health - Saint Louis, MO",30.31,-97.75
3,3,3,3,3,3,3,130.67,HCA Houston Healthcare Clear Lake,450617,48201,Harris,TX,"HCA Healthcare - Nashville, TN",29.54,-95.13
3,3,3,3,3,3,3,130.46,Onslow Memorial Hospital,340042,37133,Onslow,NC,"Not In Any System - ,",34.76,-77.38
3,3,3,3,3,3,3,130.45,AMITA Health Resurrection Medical Center Chicago,140117,17031,Cook,IL,"AMITA Health - Chicago, IL",41.99,-87.81
3,3,3,3,3,3,3,130.44,Lakewood Regional Medical Center,50581,6037,Los Angeles,CA,"TENET Healthcare - Dallas, TX",33.86,-118.15
3,3,3,3,3,3,3,130.26,El Paso Children's Hospital,453313,48141,El Paso,TX,"Not In Any System - ,",31.77,-106.43
3,3,3,3,3,3,3,130.14,Legacy Emanuel  Medical Center,380007,41051,Multnomah,OR,"Legacy Health System - Portland, OR",45.54,-122.67
3,3,3,3,3,3,3,130.1,Tempe Saint Luke's Hospital,30019,4013,Maricopa,AZ,"Steward Health Care System - Boston, MA",33.41,-111.94
3,3,3,3,3,3,3,130,Grady Memorial Hospital,370054,40051,Grady,OK,"Not In Any System - ,",35.05,-97.96
3,3,3,3,3,3,3,130,Colleton Medical Center,420030,45029,Colleton,SC,"HCA Healthcare - Nashville, TN",32.92,-80.67
2,2,2,2,2,2,2,130,Tift Regional Medical Center,110095,13277,Tift,GA,"Tift Regional Health System - Tifton, GA",31.47,-83.49
2,2,2,2,2,2,2,130,Berkeley Medical Center,510008,54003,Berkeley,WV,"West Virginia University Medicine - Morgantown, WV",39.47,-77.98
3,3,3,3,3,3,3,129.97,TMC Health Sciences District.,260048,29095,Jackson,MO,"Truman Medical Centers - Kansas City, MO",39.08,-94.58
2,2,2,2,2,2,2,129.96,Shore Medical Center,310047,34001,Atlantic,NJ,"Not In Any System - ,",39.31,-74.59
3,3,3,3,3,3,3,129.73,Southern Nevada Adult Mental Health Services,294002,32003,Clark,NV,"Nevada Division of Mental Health & Developmental Services - Carson City, NV",36.16,-115.23
2,2,2,2,2,2,2,129.66,McLeod Loris,420105,45051,Horry,SC,"McLeod Health - Florence, SC",34.06,-78.9
3,3,3,3,3,3,3,129.56,Bayfront Health Brooksville,100071,12053,Hernando,FL,"Community Health Systems, Inc. (CHS) - Franklin, TN",28.54,-82.44
2,2,2,2,2,2,2,129.49,Dominican Hospital,50242,6087,Santa Cruz,CA,"CommonSpirit Health - Englewood, CO",36.99,-121.98
3,3,3,3,3,3,3,129.41,The Queen's Medical Center,120001,15003,Honolulu,HI,"The Queen's Health Systems - Honolulu, HI",21.31,-157.85
3,3,3,3,3,3,3,129.4,Tewksbury Hospital,222003,25017,Middlesex,MA,"Massachusetts Executive Office of Health and Human Services - Boston, MA",42.61,-71.22
3,3,3,3,3,3,3,129.3,College Medical Center,50776,6037,Los Angeles,CA,"College Health Enterprises - Downey, CA",33.81,-118.19
3,3,3,3,3,3,3,129.09,Ridgeview Institute Monroe,114037,13297,Walton,GA,"US HealthVest - New York, NY",33.78,-83.72
2,2,2,2,2,2,2,129,Wayne Hospital,360044,39037,Darke,OH,"Not In Any System - ,",40.09,-84.64
2,2,2,2,2,2,2,128.75,Saint Alphonsus Medical Center - Nampa,130013,16027,Canyon,ID,"Trinity Health - Livonia, MI",43.6,-116.52
3,3,3,3,3,3,3,128.63,West Boca Medical Center,100268,12099,Palm Beach,FL,"TENET Healthcare - Dallas, TX",26.36,-80.2
3,3,3,3,3,3,3,128.62,TriStar Hendersonville Medical Center,440194,47165,Sumner,TN,"HCA Healthcare - Nashville, TN",36.32,-86.62
3,3,3,3,3,3,3,128.43,OhioHealth Grant Medical Center,360017,39049,Franklin,OH,"OhioHealth - Columbus, OH",39.96,-82.99
2,2,2,2,2,2,2,128.4,CHRISTUS Saint Vincent Regional Medical Center,320002,35049,Santa Fe,NM,"CHRISTUS Health - Irving, TX",35.66,-105.95
3,3,3,3,3,3,3,128.01,UPMC Shadyside,390055,42003,Allegheny,PA,"University of Pittsburgh Medical Center (UPMC) - Pittsburgh, PA",40.46,-79.94
3,3,3,3,3,3,3,128,Mercy Health-Tiffin Hospital,360089,39147,Seneca,OH,"Bon Secours Mercy Health - Cincinnati, OH",41.11,-83.22
3,3,3,3,3,3,3,128,CarolinaEast Medical Center,340131,37049,Craven,NC,"Not In Any System - ,",35.11,-77.07
3,3,3,3,3,3,3,127.96,Largo Medical Center,100248,12103,Pinellas,FL,"HCA Healthcare - Nashville, TN",27.91,-82.8
3,3,3,3,3,3,3,127.95, MarinHealth Medical Center,50360,6041,Marin,CA,"Not In Any System - ,",37.95,-122.54
3,3,3,3,3,3,3,127.64,"Beaumont Hospital, Taylor",230270,26163,Wayne,MI,"Beaumont Health - Royal Oak, MI",42.23,-83.27
3,3,3,3,3,3,3,127.64,Texas Health HEB,450639,48439,Tarrant,TX,"Texas Health Resources - Arlington, TX",32.83,-97.13
3,3,3,3,3,3,3,127.48,Acadia General Hospital,190044,22001,Acadia,LA,"Lafayette General Health - Lafayette, LA",30.23,-92.36
3,3,3,3,3,3,3,127.46,Mercy General Hospital,50017,6067,Sacramento,CA,"CommonSpirit Health - Englewood, CO",38.57,-121.45
3,3,3,3,3,3,3,127.32,IU Health North Hospital,150161,18057,Hamilton,IN,"Indiana University Health - Indianapolis, IN",39.96,-86.16
3,3,3,3,3,3,3,127.28,EvergreenHealth Kirkland,500124,53033,King,WA,"Evergreen Health - Kirkland, WA",47.71,-122.18
3,3,3,3,3,3,3,127.23,Oaklawn,154031,18039,Elkhart,IN,"Not In Any System - ,",41.6,-85.84
3,3,3,3,3,3,3,127.22,WellSpan Ephrata Community Hospital,390225,42071,Lancaster,PA,"WellSpan Health - York, PA",40.19,-76.18
2,2,2,2,2,2,2,127.21,Merit Health River Oaks,250138,28121,Rankin,MS,"Community Health Systems, Inc. (CHS) - Franklin, TN",32.33,-90.11
2,2,2,2,2,2,2,127,Baptist Medical Center Nassau,100140,12089,Nassau,FL,"Baptist Health - Jacksonville, FL",30.65,-81.45
3,3,3,3,3,3,3,127,Saint Mary's Hospital at Amsterdam,330047,36057,Montgomery,NY,"Ascension Health - Saint Louis, MO",42.95,-74.22
2,2,2,2,2,2,2,127,Medical Center Enterprise,10049,1031,Coffee,AL,"Community Health Systems, Inc. (CHS) - Franklin, TN",31.32,-85.86
3,3,3,3,3,3,3,126.9,Medical City Arlington,450675,48439,Tarrant,TX,"HCA Healthcare - Nashville, TN",32.69,-97.11
3,3,3,3,3,3,3,126.8,Palestine Regional Medical Center,450747,48001,Anderson,TX,"LifePoint Health - Brentwood, TN",31.73,-95.63
3,3,3,3,3,3,3,126.73,Enloe Medical Center,50039,6007,Butte,CA,"Not In Any System - ,",39.74,-121.85
2,2,2,2,2,2,2,126.72,Virtua Our Lady of Lourdes Hospital,310029,34007,Camden,NJ,"Virtua Health - Marlton, NJ",39.93,-75.1
3,3,3,3,3,3,3,126.63,Providence Little Company of Mary Medical Center San Pedro,50078,6037,Los Angeles,CA,"Providence St. Joseph Health - Renton, WA",33.74,-118.31
2,2,2,2,2,2,2,126.51,UnityPoint Health - Allen Hospital,160110,19013,Black Hawk,IA,"UnityPoint Health - Des Moines, IA",42.53,-92.34
2,2,2,2,2,2,2,126.5,Chilton Medical Center,310017,34027,Morris,NJ,"Atlantic Health System - Morristown, NJ",40.96,-74.31
2,2,2,2,2,2,2,126.26,Anderson Regional Medical Center North,250104,28075,Lauderdale,MS,"Anderson Regional Health System - Meridian, MS",32.37,-88.7
3,3,3,3,3,3,3,126.25,Mission Community Hospital,50704,6037,Los Angeles,CA,"Not In Any System - ,",34.22,-118.46
3,3,3,3,3,3,3,126.17,Swedish Edmonds Campus,500026,53061,Snohomish,WA,"Swedish - Seattle, WA",47.8,-122.34
3,3,3,3,3,3,3,126.15,Texas Health Southwest,450779,48439,Tarrant,TX,"Texas Health Resources - Arlington, TX",32.66,-97.42
3,3,3,3,3,3,3,125.96,Crouse Hospital,330203,36067,Onondaga,NY,"Not In Any System - ,",43.04,-76.14
3,3,3,3,3,3,3,125.86,The University of Toledo Medical Center,360048,39095,Lucas,OH,"Not In Any System - ,",41.62,-83.62
2,2,2,2,2,2,2,125.76,Advocate BroMenn Regional Medical Center,140127,17113,McLean,IL,"Advocate Aurora Health - Downers Grove, IL",40.5,-88.99
2,2,2,2,2,2,2,125.61,Medical City Denton,450634,48121,Denton,TX,"HCA Healthcare - Nashville, TN",33.18,-97.1
2,2,2,2,2,2,2,125.57,Roger Williams Medical Center,410004,44007,Providence,RI,"Prospect Medical Holdings - Los Angeles, CA",41.83,-71.44
3,3,3,3,3,3,3,125.53,East Orange General Hospital,310083,34013,Essex,NJ,"Prospect Medical Holdings - Los Angeles, CA",40.75,-74.21
2,2,2,2,2,2,2,125.37,CHI St. Joseph Health Regional Hospital,450011,48041,Brazos,TX,"CommonSpirit Health - Englewood, CO",30.66,-96.35
3,3,3,3,3,3,3,125.36,John R. Oishei Children's Hospital,333300,36029,Erie,NY,"Kaleida Health - Buffalo, NY",42.91,-78.88
2,2,2,2,2,2,2,125.2,Ashtabula County Medical Center,360125,39007,Ashtabula,OH,"Not In Any System - ,",41.88,-80.8
2,2,2,2,2,2,2,125.16,AdventHealth Zephyrhills,100046,12101,Pasco,FL,"AdventHealth - Altamonte Springs, FL",28.26,-82.19
2,2,2,2,2,2,2,125.07,Brandon Regional Hospital,100243,12057,Hillsborough,FL,"HCA Healthcare - Nashville, TN",27.93,-82.29
3,3,3,3,3,3,3,125,Spotsylvania Regional Medical Center,490141,51177,Spotsylvania,VA,"HCA Healthcare - Nashville, TN",38.22,-77.5
2,2,2,2,2,2,2,125,Greenwood Leflore Hospital,250099,28083,Leflore,MS,"Not In Any System - ,",33.52,-90.2
3,3,3,3,3,3,3,125,Jefferson Memorial Hospital,440056,47089,Jefferson,TN,"Community Health Systems, Inc. (CHS) - Franklin, TN",36.11,-83.52
3,3,3,3,3,3,3,124.98,Highland Hospital,330164,36055,Monroe,NY,"The University of Rochester Medical Center - Rochester, NY",43.14,-77.61
3,3,3,3,3,3,3,124.79,Grandview Medical Center,10104,1073,Jefferson,AL,"Community Health Systems, Inc. (CHS) - Franklin, TN",33.43,-86.72
3,3,3,3,3,3,3,124.79,AMITA Health Adventist Medical Center La Grange,140065,17031,Cook,IL,"AMITA Health - Chicago, IL",41.8,-87.89
3,3,3,3,3,3,3,124.51,Saint Vincent's Birmingham,10056,1073,Jefferson,AL,"Ascension Health - Saint Louis, MO",33.51,-86.79
2,2,2,2,2,2,2,124.47,Kaiser Sunnyside Medical Center,380091,41005,Clackamas,OR,"Kaiser Permanente - Oakland, CA",45.43,-122.56
2,2,2,2,2,2,2,124.38,Alta Bates Summit Medical Center,50043,6001,Alameda,CA,"Sutter Health - Sacramento, CA",37.82,-122.26
3,3,3,3,3,3,3,124.29, CHI Memorial Hospital Chattanooga,440091,47065,Hamilton,TN,"CommonSpirit Health - Englewood, CO",35.04,-85.26
3,3,3,3,3,3,3,124,Wise Regional Health System East Campus,450271,48497,Wise,TX,"Wise Health System - Decatur, TX",33.22,-97.59
2,2,2,2,2,2,2,124,United Memorial Medical Center,330073,36037,Genesee,NY,"Rochester Regional Health System - Rochester, NY",43,-78.18
3,3,3,3,3,3,3,124,Archbold Medical Center,110038,13275,Thomas,GA,"Archbold Medical Center - Thomasville, GA",30.83,-83.97
3,3,3,3,3,3,3,124,White River Medical Center,40119,5063,Independence,AR,"White River Health System - Mountain View, AR",35.77,-91.63
3,3,3,3,3,3,3,124,Lenoir UNC Health Care,340027,37107,Lenoir,NC,"Not In Any System - ,",35.29,-77.58
3,3,3,3,3,3,3,124,East Alabama Medical Center - Lanier,10025,1017,Chambers,AL,"Not In Any System - ,",32.82,-85.17
3,3,3,3,3,3,3,123.79,Texas Health Plano,450771,48085,Collin,TX,"Texas Health Resources - Arlington, TX",33.05,-96.84
3,3,3,3,3,3,3,123.67,CHRISTUS Saint Michael Health System,450801,48037,Bowie,TX,"CHRISTUS Health - Irving, TX",33.46,-94.07
3,3,3,3,3,3,3,123.45,UM Laurel Medical Center,210055,24033,Prince Georges,MD,"University of Maryland Medical System - Baltimore, MD",39.09,-76.88
3,3,3,3,3,3,3,123.43,Fort Hamilton Hospital,360132,39017,Butler,OH,"Kettering Health Network - Dayton, OH",39.42,-84.57
2,2,2,2,2,2,2,123.23,Mid-Hudson Forensic Psychiatric Center,334061,36071,Orange,NY,"New York State Office of Mental Health - Albany, NY",41.4,-74.39
3,3,3,3,3,3,3,123.21,Whittier Hospital Medical Center,50735,6037,Los Angeles,CA,"AHMC Healthcare, Inc. - Alhambra, CA",33.95,-118
3,3,3,3,3,3,3,123.17,Coosa Valley Medical Center,10164,1121,Talladega,AL,"Not In Any System - ,",33.16,-86.25
2,2,2,2,2,2,2,123.16,Montefiore New Rochelle Hospital,330184,36119,Westchester,NY,"Montefiore Health System - Bronx, NY",40.91,-73.79
2,2,2,2,2,2,2,123.07,HCA Houston Healthcare Conroe,450222,48339,Montgomery,TX,"HCA Healthcare - Nashville, TN",30.28,-95.47
3,3,3,3,3,3,3,123,ThedaCare Medical Center-Waupaca,521334,55135,Waupaca,WI,"ThedaCare, Inc - Appleton, WI",44.35,-89.08
3,3,3,3,3,3,3,122.98,Texas Health Huguley Hospital Fort Worth South,450677,48439,Tarrant,TX,"Not In Any System - ,",32.59,-97.32
3,3,3,3,3,3,3,122.93,Bayfront Health St. Petersburg,100032,12103,Pinellas,FL,"Community Health Systems, Inc. (CHS) - Franklin, TN",27.76,-82.64
3,3,3,3,3,3,3,122.5,AdventHealth DeLand,100045,12127,Volusia,FL,"AdventHealth - Altamonte Springs, FL",29.04,-81.32
2,2,2,2,2,2,2,122.4,Peconic Bay Medical Center,330107,36103,Suffolk,NY,"Northwell Health - Great Neck, NY",40.93,-72.67
3,3,3,3,3,3,3,122.38,Worcester Recovery Center and Hospital,224032,25027,Worcester,MA,"Massachusetts Executive Office of Health and Human Services - Boston, MA",42.27,-71.76
3,3,3,3,3,3,3,122.35,AdventHealth Fish Memorial,100072,12127,Volusia,FL,"AdventHealth - Altamonte Springs, FL",28.91,-81.28
3,3,3,3,3,3,3,122.26,Memorial Hospital,100179,12031,Duval,FL,"HCA Healthcare - Nashville, TN",30.29,-81.6
2,2,2,2,2,2,2,122.19,Tufts Medical Center,220116,25025,Suffolk,MA,"Wellforce - Boston, MA",42.35,-71.06
2,2,2,2,2,2,2,122,Berger Hospital,360170,39129,Pickaway,OH,"OhioHealth - Columbus, OH",39.61,-82.94
2,2,2,2,2,2,2,122,Ottumwa Regional Health Center,160089,19179,Wapello,IA,"LifePoint Health - Brentwood, TN",41.03,-92.39
2,2,2,2,2,2,2,121.95,Ascension Borgess Hospital,230117,26077,Kalamazoo,MI,"Ascension Health - Saint Louis, MO",42.3,-85.56
3,3,3,3,3,3,3,121.92,Rockledge Regional Medical Center,100092,12009,Brevard,FL,"Steward Health Care System - Boston, MA",28.33,-80.72
3,3,3,3,3,3,3,121.83,Good Samaritan Hospital,360134,39061,Hamilton,OH,"TriHealth - Cincinnati, OH",39.14,-84.52
2,2,2,2,2,2,2,121.63,Sharon Regional Health System,390211,42085,Mercer,PA,"Steward Health Care System - Boston, MA",41.23,-80.5
2,2,2,2,2,2,2,121.59,The Medical Center at Bowling Green,180013,21227,Warren,KY,"Med Center Health - Bowling Green, KY",37,-86.43
2,2,2,2,2,2,2,121.46,Tuba City Indian Medical Center,30073,4005,Coconino,AZ,"Indian Health Service - Rockville, MD",36.14,-111.24
3,3,3,3,3,3,3,121.29,Sinai Hospital,210012,24005,Baltimore,MD,"LifeBridge Health - Baltimore, MD",39.35,-76.66
3,3,3,3,3,3,3,121.24,Verde Valley Medical Center,30007,4025,Yavapai,AZ,"Northern Arizona Healthcare - Flagstaff, AZ",34.73,-112.03
2,2,2,2,2,2,2,121.22,Nor-Lea Hospital District,321305,35025,Lea,NM,"Not In Any System - ,",32.96,-103.35
2,2,2,2,2,2,2,121.14,Walnut Creek Medical Center,50072,6013,Contra Costa,CA,"Kaiser Permanente - Oakland, CA",37.89,-122.06
3,3,3,3,3,3,3,121.09,Mountain Vista Medical Center,30121,4013,Maricopa,AZ,"Steward Health Care System - Boston, MA",33.39,-111.61
2,2,2,2,2,2,2,121,East Georgia Regional Medical Center,110075,13031,Bulloch,GA,"Community Health Systems, Inc. (CHS) - Franklin, TN",32.42,-81.77
3,3,3,3,3,3,3,121,MidMichigan Medical Center - Gratiot,230030,26057,Gratiot,MI,"MidMichigan Health - Midland, MI",43.39,-84.66
2,2,2,2,2,2,2,121,Baptist Memorial Hospital - North Mississippi,250034,28071,Lafayette,MS,"Baptist Memorial Health Care Corporation - Memphis, TN",34.35,-89.53
2,2,2,2,2,2,2,121,Wagoner Community Hospital,370166,40145,Wagoner,OK,"Not In Any System - ,",35.96,-95.39
3,3,3,3,3,3,3,120.85,The George Washington University Hospital,90001,11001,Washington,DC,"Not In Any System - ,",38.9,-77.05
2,2,2,2,2,2,2,120.84,Rapides Regional Medical Center,190026,22079,Rapides,LA,"HCA Healthcare - Nashville, TN",31.31,-92.45
3,3,3,3,3,3,3,120.48,UnityPoint Health St. Luke's Regional Medical Center,160146,19193,Woodbury,IA,"UnityPoint Health - Des Moines, IA",42.52,-96.41
3,3,3,3,3,3,3,120.4,Methodist Hospitals - Southlake Campus,150132,18089,Lake,IN,"Methodist Hospitals, Inc. - Gary, IN",41.46,-87.34
2,2,2,2,2,2,2,120.25,Saint Peter's Hospital,330057,36001,Albany,NY,"Trinity Health - Livonia, MI",42.66,-73.8
2,2,2,2,2,2,2,120.18,Novant Health UVA Health System Haymarket Medical Center,490144,51153,Prince William,VA,"Novant Health UVA Health System - Manassas, VA",38.82,-77.64
3,3,3,3,3,3,3,120.17,USC Verdugo Hills Hospital,50124,6037,Los Angeles,CA,"Keck Medicine of USC - Los Angeles, CA",34.21,-118.22
3,3,3,3,3,3,3,120.16,Scripps Memorial Hospital Encinitas,50503,6073,San Diego,CA,"Scripps Health - San Diego, CA",33.04,-117.28
2,2,2,2,2,2,2,120.04,MercyOne Dubuque Medical Center,160069,19061,Dubuque,IA,"MercyOne - West Des Moines, IA",42.49,-90.67
2,2,2,2,2,2,2,120,Brownwood Regional Medical Center,450587,48049,Brown,TX,"Community Health Systems, Inc. (CHS) - Franklin, TN",31.68,-98.99
3,3,3,3,3,3,3,120,CHI St. Luke's Health-Memorial Livingston,450395,48373,Polk,TX,"CommonSpirit Health - Englewood, CO",30.73,-94.94
2,2,2,2,2,2,2,120,Baptist Health-Van Buren,40018,5033,Crawford,AR,"Baptist Health - Little Rock, AR",35.44,-94.34
3,3,3,3,3,3,3,119.79,Tennova Healthcare - Shelbyville,440137,47003,Bedford,TN,"Community Health Systems, Inc. (CHS) - Franklin, TN",35.56,-86.45
2,2,2,2,2,2,2,119.66,Franciscan Health  Michigan City,150015,18091,La Porte,IN,"Franciscan Health - Mishawaka, IN",41.66,-86.9
